names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
LSAMP,94.02719,,0.0,0.0,1.0,1.0
PDE3A,46.089344,,0.0,0.0,1.0,1.0
LINC01876,46.02447,,0.0,0.0,1.0,1.0
SHOX2,45.614136,,0.0,0.0,1.0,1.0
GLCE,45.568687,,0.0,0.0,1.0,1.0
ERICH3,45.450184,,0.0,0.0,1.0,1.0
CACHD1,45.363358,,0.0,0.0,1.0,1.0
WLS,45.33509,,0.0,0.0,1.0,1.0
STK33,45.213116,,0.0,0.0,1.0,1.0
ERC2,44.800625,,0.0,0.0,1.0,1.0
SLC24A2,44.787666,,0.0,0.0,1.0,1.0
ATP8A1,44.718258,,0.0,0.0,1.0,1.0
HAND2-AS1,44.650215,,0.0,0.0,1.0,1.0
ALDH1A1,44.486267,,0.0,0.0,1.0,1.0
FAM114A1,44.46393,,0.0,0.0,1.0,1.0
PRXL2A,44.432327,,0.0,0.0,1.0,1.0
ITGA8,44.058964,,0.0,0.0,1.0,1.0
PSAT1,43.884853,,0.0,0.0,1.0,1.0
LINC02413,43.83552,,0.0,0.0,1.0,1.0
TMEM100,43.520504,,0.0,0.0,1.0,1.0
ARL3,43.324703,,0.0,0.0,1.0,1.0
AR,43.317776,,0.0,0.0,1.0,1.0
MPP1,43.20555,,0.0,0.0,1.0,1.0
RUVBL1,43.16117,,0.0,0.0,1.0,1.0
AC073941.1,42.907734,,0.0,0.0,1.0,1.0
SGCD,42.869354,,0.0,0.0,1.0,1.0
DNAH9,46.10399,,0.0,0.0,1.0,1.0
SAMD12,42.83646,,0.0,0.0,1.0,1.0
COPS9,46.13132,,0.0,0.0,1.0,1.0
PDZRN3,46.478374,,0.0,0.0,1.0,1.0
TANK,50.82901,,0.0,0.0,1.0,1.0
MLLT3,50.754906,,0.0,0.0,1.0,1.0
ENPP3,50.641804,,0.0,0.0,1.0,1.0
REEP1,50.583298,,0.0,0.0,1.0,1.0
HOXC4,50.366173,,0.0,0.0,1.0,1.0
TRHDE-AS1,50.35712,,0.0,0.0,1.0,1.0
TRDC,50.20914,,0.0,0.0,1.0,1.0
GRIK4,50.176563,,0.0,0.0,1.0,1.0
RNASE1,50.085606,,0.0,0.0,1.0,1.0
KCNMB4,49.92912,,0.0,0.0,1.0,1.0
OLFM3,49.861065,,0.0,0.0,1.0,1.0
CDC14B,49.66511,,0.0,0.0,1.0,1.0
LINC02381,49.477623,,0.0,0.0,1.0,1.0
TMEM158,49.28818,,0.0,0.0,1.0,1.0
SERPINI1,48.96107,,0.0,0.0,1.0,1.0
TLL1,48.295425,,0.0,0.0,1.0,1.0
NMNAT2,47.984833,,0.0,0.0,1.0,1.0
CCND1,47.66704,,0.0,0.0,1.0,1.0
LRRC49,47.144245,,0.0,0.0,1.0,1.0
NKAIN2,46.905693,,0.0,0.0,1.0,1.0
