names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
PTPRC,58.756874,,0.0,0.0,1.0,1.0
SLC38A1,37.72595,,0.0,0.0,1.0,1.0
CELF2,37.832253,,0.0,0.0,1.0,1.0
TRBC1,38.122078,,0.0,0.0,1.0,1.0
CCL4,38.261417,,0.0,0.0,1.0,1.0
RAC2,38.48216,,0.0,0.0,1.0,1.0
PRKCH,38.6105,,0.0,0.0,1.0,1.0
PPP2R5C,38.625523,,0.0,0.0,1.0,1.0
STK17B,38.644962,,0.0,0.0,1.0,1.0
DNAJB1,38.77714,,0.0,0.0,1.0,1.0
STK17A,39.69898,,0.0,0.0,1.0,1.0
CDC42SE2,40.799934,,0.0,0.0,1.0,1.0
CD48,40.9274,,0.0,0.0,1.0,1.0
ARHGAP15,41.08209,,0.0,0.0,1.0,1.0
RHOH,41.33894,,0.0,0.0,1.0,1.0
CST3,-48.459637,,0.0,0.0,1.0,1.0
TNFAIP3,43.304928,,0.0,0.0,1.0,1.0
CCL5,56.831215,,0.0,0.0,1.0,1.0
NKG7,56.522285,,0.0,0.0,1.0,1.0
CD69,56.37279,,0.0,0.0,1.0,1.0
GZMA,49.451622,,0.0,0.0,1.0,1.0
STAT4,48.676373,,0.0,0.0,1.0,1.0
CST7,47.46038,,0.0,0.0,1.0,1.0
GNG2,42.776985,,0.0,0.0,1.0,1.0
CD247,47.276333,,0.0,0.0,1.0,1.0
SKAP1,46.33332,,0.0,0.0,1.0,1.0
DUSP2,45.7241,,0.0,0.0,1.0,1.0
TRBC2,44.97344,,0.0,0.0,1.0,1.0
IL2RG,43.400402,,0.0,0.0,1.0,1.0
IL32,47.448685,,0.0,0.0,1.0,1.0
CTSW,37.598625,,2.26366732679063e-309,2.473969323602148e-307,1.0,1.0
KLRD1,37.486546,,1.5259912732021322e-307,1.6156432605027575e-305,1.0,1.0
PRKG1,-37.313095,,1.0064596393138327e-304,1.0332985630288683e-302,1.0,1.0
CD96,36.962433,,4.5989725890795725e-299,4.582740921118115e-297,1.0,1.0
YPEL5,36.661636,,2.9861273211090368e-294,2.8905712468335473e-292,1.0,1.0
RBP1,-36.63193,,8.876651463845848e-294,8.353915322086037e-292,1.0,1.0
CORO1A,36.072994,,6.014371567488613e-285,5.507213748824708e-283,1.0,1.0
ADGRE5,36.017487,,4.454329073680059e-284,3.971386026744221e-282,1.0,1.0
GZMH,35.74431,,8.109302822143349e-280,7.044696913185044e-278,1.0,1.0
SIK3,35.08088,,1.3193557385928153e-269,1.1174943105881145e-267,1.0,1.0
HCST,34.67736,,1.7288313292133082e-263,1.4286050105791922e-261,1.0,1.0
SYTL3,34.671127,,2.14658289797246e-263,1.7315768710311179e-261,1.0,1.0
CEBPD,-34.390728,,3.469736386527734e-259,2.733829506408363e-257,1.0,1.0
TRAC,34.270855,,2.1332603031970143e-257,1.642610433461701e-255,1.0,1.0
REL,33.56167,,6.083662869720741e-247,4.580322178358638e-245,1.0,1.0
KLRK1,33.11559,,1.7728858677658653e-240,1.3057689826066852e-238,1.0,1.0
PEBP1,-33.092876,,3.762753496902349e-240,2.7123848611713103e-238,1.0,1.0
MAPRE2,32.950764,,4.125385355662264e-238,2.9118344968716146e-236,1.0,1.0
BCL11B,32.739063,,4.3454302401081455e-235,3.004554623160489e-233,1.0,1.0
ITGA4,32.548145,,2.2241585694192686e-232,1.5070898466384963e-230,1.0,1.0
