names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
HLA-DQA1,37.423077,,1.6468172202427996e-306,5.5794167421826055e-303,1.0,1.0
CD83,35.387333,,2.6742510758694015e-274,4.530181322522766e-271,1.0,1.0
HLA-DQB1,35.24505,,4.085647724259141e-272,4.614058163263323e-269,1.0,1.0
HLA-DPA1,33.551067,,8.685580973605026e-247,7.356687084643456e-244,1.0,1.0
HLA-DPB1,33.32601,,1.6218549464133433e-243,1.0989689116896815e-240,1.0,1.0
HLA-DRB1,33.316513,,2.226321630089267e-243,1.257129613790406e-240,1.0,1.0
REL,30.188456,,3.3575857285013835e-200,1.6250714925946696e-197,1.0,1.0
HDAC9,25.565584,,3.6844839906599866e-144,1.5603789700445043e-141,1.0,1.0
GPR183,25.324947,,1.6970618313304566e-141,6.388494982830652e-139,1.0,1.0
CPVL,25.257074,,9.469863647724772e-141,3.208389803849153e-138,1.0,1.0
SLC8A1,24.758509,,2.510597772607564e-135,7.732641139631297e-133,1.0,1.0
RBP1,-24.240019,,8.426096655633308e-130,2.378967955773804e-127,1.0,1.0
CST3,23.863543,,7.326582685205269e-126,1.9094201644211888e-123,1.0,1.0
NR4A3,23.831701,,1.567690025841869e-125,3.7938098625373225e-123,1.0,1.0
SAT1,23.715048,,2.5221476411249986e-124,5.696690805420996e-122,1.0,1.0
SIPA1L1,23.695442,,4.017668895119719e-124,8.507413885416005e-122,1.0,1.0
CCSER1,23.67057,,7.248465760595753e-124,1.4445765880528476e-121,1.0,1.0
NFKB1,23.30074,,4.357340218564318e-120,8.201482589164394e-118,1.0,1.0
TXNIP,-22.910213,,3.6754657746577384e-116,6.55393581291601e-114,1.0,1.0
RGS2,22.814987,,3.2555106059795175e-115,5.514834966529303e-113,1.0,1.0
LDLRAD4,22.225866,,1.9312148995474261e-109,3.1156933712698476e-107,1.0,1.0
IFI30,21.873045,,4.691902903114517e-106,7.225530470796356e-104,1.0,1.0
LYZ,21.828308,,1.2496130555744977e-105,1.8407343618636515e-103,1.0,1.0
LYN,21.785538,,3.18185688414424e-105,4.491721301450285e-103,1.0,1.0
PRKG1,-21.36227,,2.998734794874576e-101,4.063885394014025e-99,1.0,1.0
BCL2A1,21.332312,,5.6923325073440435e-101,7.417547128800623e-99,1.0,1.0
LCP1,20.875206,,8.99799639114573e-97,1.1290819175259901e-94,1.0,1.0
DUSP2,20.563295,,5.85206841612309e-94,7.081002783508938e-92,1.0,1.0
HLA-DRB5,20.24749,,3.738151096184099e-91,4.3671916944385266e-89,1.0,1.0
CD86,20.188456,,1.2366996026093733e-90,1.396646084546852e-88,1.0,1.0
CSF2RA,20.105642,,6.586165504148032e-90,7.198041525178559e-88,1.0,1.0
RNASE1,-19.762863,,6.217704828453677e-87,6.582994987125331e-85,1.0,1.0
PAK1,19.54128,,4.8939414545779797e-85,5.0244465600333925e-83,1.0,1.0
ALCAM,19.47017,,1.9662084758727646e-84,1.959268916546155e-82,1.0,1.0
C15orf48,19.313354,,4.147406628550862e-83,4.014689616437234e-81,1.0,1.0
AFF3,19.11595,,1.8600133079926548e-81,1.7504791909664206e-79,1.0,1.0
PTPRC,18.841772,,3.4327181018384626e-79,3.1432564673050567e-77,1.0,1.0
NR4A2,18.813965,,5.803005252132948e-79,5.173837314270113e-77,1.0,1.0
BASP1,18.65176,,1.2218701882035542e-77,1.0614605634958055e-75,1.0,1.0
CELF2,18.602377,,3.073702502276608e-77,2.603426019428287e-75,1.0,1.0
ATP2B1,18.577955,,4.8462803504646186e-77,4.004682396920519e-75,1.0,1.0
RAPGEF1,18.472239,,3.454516060059373e-76,2.786642955114561e-74,1.0,1.0
CREM,18.44355,,5.875347245412216e-76,4.6292270854550205e-74,1.0,1.0
DENND1B,18.41488,,9.980934647805403e-76,7.68531967881016e-74,1.0,1.0
NABP1,18.315126,,6.26802925778957e-75,4.719129583420236e-73,1.0,1.0
PLAUR,18.309189,,6.990360195007374e-75,5.148552247974996e-73,1.0,1.0
PHACTR1,18.15242,,1.2286620800260675e-73,8.856823674741099e-72,1.0,1.0
SPARC,-18.111073,,2.6062487209688425e-73,1.8395772222171747e-71,1.0,1.0
PDE4D,-18.030947,,1.1136651926145946e-72,7.70019933179234e-71,1.0,1.0
CISD1,-17.970375,,3.32460792139127e-72,2.2527543275347246e-70,1.0,1.0
