names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
IFI30,77.47509,,0.0,0.0,1.0,1.0
ANXA1,43.52078,,0.0,0.0,1.0,1.0
LILRA5,43.54441,,0.0,0.0,1.0,1.0
PTPRE,43.776257,,0.0,0.0,1.0,1.0
EREG,43.982838,,0.0,0.0,1.0,1.0
CTSL,44.022636,,0.0,0.0,1.0,1.0
RASGEF1B,44.23365,,0.0,0.0,1.0,1.0
GK,44.298992,,0.0,0.0,1.0,1.0
ADGRE2,44.38577,,0.0,0.0,1.0,1.0
HLA-DRB1,44.81935,,0.0,0.0,1.0,1.0
TOM1,44.869495,,0.0,0.0,1.0,1.0
SLC43A2,44.896397,,0.0,0.0,1.0,1.0
SLC25A37,43.197605,,0.0,0.0,1.0,1.0
LUCAT1,45.172512,,0.0,0.0,1.0,1.0
MBP,46.558296,,0.0,0.0,1.0,1.0
SERPINB9,46.71189,,0.0,0.0,1.0,1.0
NCF2,46.772022,,0.0,0.0,1.0,1.0
LCP1,47.313408,,0.0,0.0,1.0,1.0
PTPRC,47.38393,,0.0,0.0,1.0,1.0
CHST15,47.692265,,0.0,0.0,1.0,1.0
C9orf72,47.880196,,0.0,0.0,1.0,1.0
MNDA,47.988663,,0.0,0.0,1.0,1.0
IGSF6,48.404873,,0.0,0.0,1.0,1.0
CD83,48.499935,,0.0,0.0,1.0,1.0
MAFB,48.52768,,0.0,0.0,1.0,1.0
PHACTR1,45.18019,,0.0,0.0,1.0,1.0
DMXL2,43.02991,,0.0,0.0,1.0,1.0
PDE4B,42.748325,,0.0,0.0,1.0,1.0
INSIG1,42.228962,,0.0,0.0,1.0,1.0
STMN1,-43.062786,,0.0,0.0,1.0,1.0
PRKG1,-42.420033,,0.0,0.0,1.0,1.0
RBP1,-45.231094,,0.0,0.0,1.0,1.0
FGD4,37.89874,,0.0,0.0,1.0,1.0
APBB1IP,37.974644,,0.0,0.0,1.0,1.0
NLRP3,38.58052,,0.0,0.0,1.0,1.0
CORO1A,38.79644,,0.0,0.0,1.0,1.0
IRAK3,38.806065,,0.0,0.0,1.0,1.0
SMIM25,39.057384,,0.0,0.0,1.0,1.0
SLA,39.23952,,0.0,0.0,1.0,1.0
DENND5A,39.81989,,0.0,0.0,1.0,1.0
CD86,39.97223,,0.0,0.0,1.0,1.0
FAM49A,40.33895,,0.0,0.0,1.0,1.0
BASP1,40.369396,,0.0,0.0,1.0,1.0
PIK3R5,40.576855,,0.0,0.0,1.0,1.0
REL,40.92248,,0.0,0.0,1.0,1.0
STX11,41.063923,,0.0,0.0,1.0,1.0
PRKCB,41.219265,,0.0,0.0,1.0,1.0
RAPGEF1,41.381634,,0.0,0.0,1.0,1.0
CXCL8,41.45044,,0.0,0.0,1.0,1.0
S100A12,41.458206,,0.0,0.0,1.0,1.0
